chembank_id,cmap_name,chembank_name,match_distance,smiles
467062,Chicago Sky Blue 6B,chicago sky blue 6B,0,COc1cc(ccc1N=Nc1ccc2c(cc(c(N)c2c1O)S(O)(=O)=O)S(O)(=O)=O)-c1ccc(N=Nc2ccc3c(cc(c(N)c3c2O)S(O)(=O)=O)S(O)(=O)=O)c(OC)c1
716,cyclobenzaprine,cyclobenzaprine,0,CN(C)CCC=C1c2ccccc2C=Cc3ccccc13
1732672,mebhydrolin,mebhydrolin ,0,CN1CCc2c(C1)c3ccccc3n2Cc4ccccc4
2181,myricetin,Myricetin,0,Oc1cc(O)c2c(=O)c(O)c(oc2c1)c3cc(O)c(O)c(O)c3
1537011,brompheniramine,brompheniramine,0,CN(C)CCC(c1ccc(Br)cc1)c2ccccn2
3068973,SR-95639A,SR-95639A,0,C(CN1CCOCC1)Nc2cc3CCCc4ccccc4-c3nn2
3173981,bacampicillin,bacampicillin,0,CCOC(=O)OC(C)OC(=O)C1N2C(SC1(C)C)C(NC(=O)[C@H](N)c3ccccc3)C2=O
907205,buflomedil,buflomedil,0,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1
3189314,digitoxigenin,digitoxigenin,0,C[C@@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@@]43C)[C@@]2(O)CC[C@@H]1C5=CC(=O)OC5
1300555,carteolol,carteolol ,0,CC(C)(C)NCC(O)COc1cccc2NC(=O)CCc12
1197,meclocycline,meclocycline,0,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)c4c(Cl)ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N
777,naringenin,NARINGENIN,0,Oc1ccc(cc1)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2
2551,primaquine,primaquine,0,COc1cc(NC(C)CCCN)c2ncccc2c1
1000040,amantadine,amantadine,0,[N-2]C1(CC2CC3CC(C2)C1)C3
3173357,betulinic acid,betulinic acid,0,CC(=C)[C@@H]1CC[C@@]2(CCC3[C@H](CCC4[C@@]3(C)CCC5C(C)(C)[C@H](O)CC[C@@]54C)C12)C(=O)O
23273,chlorogenic acid,chlorogenic acid,0,O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H]1O)C(O)=O
1163,naltrexone,naltrexone,0,Oc1ccc2C[C@H]3N(CC4CC4)CCC5([C@H]6Oc1c25)[C@@]3(O)CCC6=O
1387,mefloquine,mefloquine,0,OC(C1CCCCN1)c2cc(nc3c(cccc23)C(F)(F)F)C(F)(F)F
709,astemizole,astemizole,0,COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1
3189061,ivermectin,ivermectin,0,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](C/C=C(\C)/C(O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6\CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@@]76O)C)O2
35,diazoxide,diazoxide,0,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
2038,disulfiram,disulfiram,0,CCN(CC)C(=S)SSC(=S)N(CC)CC
1207,chlorphenamine,chlorphenamine,0,CN(C)CCC(c1ccc(Cl)cc1)c2ccccn2
3487389,isoconazole,isoconazole,0,Clc1ccc(C(Cn2ccnc2)OCc3c(Cl)cccc3Cl)c(Cl)c1
1090,clindamycin,clindamycin,0,CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)C2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O
783,nicergoline,nicergoline,0,CO[C@@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]2Cc4cn(C)c5cccc1c45
1257,gallamine triethiodide,gallamine triethiodide ,0,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC
1081,aminophenazone,aminophenazone,0,Cc1c(N)c(=O)n(c2ccccc2)n1C
2060486,acetylsalicylsalicylic acid,acetylsalicylsalicylic acid,0,CC(=O)Oc1ccccc1C(=O)Oc2ccccc2C(=O)O
1386,nomifensine,nomifensine,0,CN1CC(c2ccccc2)c3cccc(N)c3C1
3173860,nalbuphine,nalbuphine,0,O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5OC1[C@]2(CCN3CC6CCC6)c54
3059108,spironolactone,spironolactone,0,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@]54CCC(=O)O5)C13
1590,terfenadine,terfenadine,0,CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4
3173091,neomycin,neomycin,0,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)C(O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3OC4O[C@H](CN)[C@@H](O)[C@H](O)[C@H]4N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O
1434,mianserin,mianserin,0,CN1CCN2C(C1)c3ccccc3Cc4ccccc24
3069740,dizocilpine,dizocilpine,0,C[C@]1(N[C@H]2Cc3ccccc31)c4ccccc24
39045,picotamide,picotamide,0,COc1ccc(cc1C(=O)NCc1cccnc1)C(=O)NCc1cccnc1
786,pirenzepine,pirenzepine,0,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1
3172713,cefotaxime,cefotaxime ,0,CO/N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)C)\c3csc(N)n3
3189056,thioproperazine,thioproperazine ,0,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3N(CCCN4CCN(C)CC4)c2c1
3174228,dihydrostreptomycin,dihydrostreptomycin ,0,CN[C@H]1C(O)C(O)C(CO)OC1OC2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)OC(C)[C@]2(O)CO
1428,pindolol,pindolol,0,CC(C)NCC(O)COc1cccc2[nH]ccc12
3069006,acenocoumarol,acenocoumarol,0,CC(=O)CC(c1ccc(cc1)[N+](=O)[O-])c2c(O)c3ccccc3oc2=O
977,triamcinolone,triamcinolone,0,C[C@@]12C[C@H](O)[C@@]3(F)C(CCC4=CC(=O)C=C[C@@]43C)C2C[C@@H](O)[C@]1(O)C(=O)CO
1418,tetracycline,tetracycline,0,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O
1204,dihydroergotamine,dihydroergotamine,0,CN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O
735,isoniazid,isoniazid,0,NNC(=O)c1ccncc1
1262,tranexamic acid,tranexamic acid,0,NC[C@H]1CC[C@@H](CC1)C(=O)O
23181,ampyrone,ampyrone,0,Cc1c(N)c(=O)n(-c2ccccc2)n1C
1535,midodrine,midodrine,0,COc1ccc(OC)c(c1)C(O)CNC(=O)CN
1068,ranitidine,ranitidine,0,CN/C(=C\[N+](=O)[O-])/NCCSCc1ccc(CN(C)C)o1
347,piroxicam,piroxicam,0,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3ccccn3
747,norfloxacin,norfloxacin,0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(cc12)N3CCNCC3
805,etodolac,etodolac,0,CCc1cccc2c3CCOC(CC)(CC(=O)O)c3[nH]c12
1008060,pentetrazol,pentetrazol ,0,C1CCc2nnnn2CC1
718,etofylline,etofylline,0,Cn1c(=O)n(C)c2ncn(CCO)c2c1=O
1274,levamisole,levamisole,0,C1CN2C[C@@H](N=C2S1)c3ccccc3
3069077,tiratricol,tiratricol,0,OC(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1
3173593,pyrantel,pyrantel,0,CN1CCCN=C1/C=C/c2cccs2.OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O
3189176,antimycin A,antimycin A,0,CCCCCC[C@@H]1[C@@H](OC(=O)CC(C)C)[C@H](C)OC(=O)C(NC(=O)c2cccc(NC=O)c2O)[C@@H](C)OC1=O
1480,chlorzoxazone,chlorzoxazone,0,Clc1ccc2oc(=O)[nH]c2c1
1200,tranylcypromine,tranylcypromine,0,NC1C[C@H]1c2ccccc2
719,pargyline,pargyline,0,CN(CC#C)Cc1ccccc1
1266,oxolinic acid,oxolinic acid ,0,CCn1cc(C(=O)O)c(=O)c2cc3OCOc3cc12
1144,fenspiride,fenspiride,0,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1
816,xylometazoline,xylometazoline,0,Cc1cc(cc(C)c1CC2=NCCN2)C(C)(C)C
1124,hyoscyamine,HYOSCYAMINE,0,CN1C2CC[C@@H]1C[C@H](C2)OC(=O)[C@H](CO)c3ccccc3
1054660,ornidazole,ornidazole ,0,Cc1ncc([N+](=O)[O-])n1CC(O)CCl
3256,alverine,alverine,0,CCN(CCCc1ccccc1)CCCc2ccccc2
1298,nimesulide,nimesulide,0,CS(=O)(=O)Nc1ccc(cc1Oc2ccccc2)[N+](=O)[O-]
752,flumequine,flumequine,0,CC1CCc2cc(F)cc3c(=O)c(cn1c23)C(=O)O
796,gemfibrozil,gemfibrozil,0,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
1181,oxymetazoline,oxymetazoline,0,Cc1cc(c(O)c(C)c1CC2=NCCN2)C(C)(C)C
869,ethosuximide,ethosuximide,0,CCC1(C)CC(=O)NC1=O
3189063,aztreonam,aztreonam,0,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)/c2csc(N)n2)C(=O)N1S(=O)(=O)O
3198966,hydrastinine,hydrastinine,0,CN1=Cc2cc3OCOc3cc2CC1
1388,tolfenamic acid,tolfenamic acid,0,Cc1cc(Nc2ccccc2C(=O)O)ccc1Cl
1346,mefexamide,mefexamide,0,CCN(CC)CCNC(=O)COc1ccc(OC)cc1
1162,nifenazone,nifenazone,0,Cc1c(NC(=O)c2cccnc2)c(=O)n(c3ccccc3)n1C
3471725,metampicillin,metampicillin,0,CC1(C)SC2C(NC(=O)C(N=C)c3ccccc3)C(=O)N2C1C(=O)O
997,mafenide,mafenide,0,NCc1ccc(cc1)S(=O)(=O)N
780,iproniazid,iproniazid,0,CC(C)NNC(=O)c1ccncc1
1337,cloxacillin,cloxacillin,0,Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4ccccc4Cl
1331,pentoxifylline,pentoxifylline,0,CC(=O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O
1123,meclofenamic acid,meclofenamic acid,0,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
1175,sulfathiazole,sulfathiazole,0,Nc1ccc(cc1)S(=O)(=O)Nc2nccs2
2081029,cimetidine,cimetidine,0,CN/C(=N\C#N)/NCCSCc1nc[nH]c1C
3173475,troleandomycin,troleandomycin ,0,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](OC3O[C@H](C)C[C@@H]([C@H]3OC(=O)C)N(C)C)[C@@H](C)C[C@]4(CO4)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(=O)C
1083,naphazoline,naphazoline,0,C(C1=NCCN1)c2cccc3ccccc23
920,sulpiride,sulpiride,0,CCN1CCCC1CNC(=O)c2cc(ccc2OC)S(=O)(=O)N
728,minaprine,minaprine,0,Cc1cc(nnc1NCCN2CCOCC2)c3ccccc3
969,cinchocaine,cinchocaine,0,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
1000042,amiloride,amiloride,0,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N
1079,levodopa,levodopa,0,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
1432,doxylamine,doxylamine ,0,CN(C)CCOC(C)(c1ccccc1)c2ccccn2
1259,pyrimethamine,pyrimethamine,0,CCc1nc(N)nc(N)c1c2ccc(Cl)cc2
1821,ticlopidine,ticlopidine,0,Clc1ccccc1CN2CCc3sccc3C2
3127,oxybuprocaine,oxybuprocaine,0,CCCCOc1cc(ccc1N)C(=O)OCCN(CC)CC
814,miconazole,miconazole ,0,Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)c(Cl)c1
1273,prednisone,prednisone,0,C[C@@]12CC(=O)C3C(CCC4=CC(=O)C=C[C@]34C)C2CC[C@]1(O)C(=O)CO
807,amprolium,amprolium,0,CCCc1ncc(C[n+]2ccccc2C)c(N)n1
3068957,idoxuridine,idoxuridine,0,OC[C@H]1O[C@H](CC1O)n2cc(I)c(=O)[nH]c2=O
1176,ethambutol,ethambutol,0,CC[C@@H](CO)NCCN[C@@H](CC)CO
1270,hexamethonium bromide,hexamethonium bromide,0,C[N+](C)(C)CCCCCC[N+](C)(C)C
819,dicycloverine,dicycloverine,0,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2
1318,oxetacaine,oxetacaine,0,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc2ccccc2
3173462,isoxsuprine,isoxsuprine,0,C[C@H](COc1ccccc1)N[C@@H](C)[C@H](O)c2ccc(O)cc2
931,hydrochlorothiazide,hydrochlorothiazide,0,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl
861,captopril,captopril,0,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
1108,phenazone,phenazone,0,Cc1cc(=O)n(c2ccccc2)n1C
1518,diflunisal,diflunisal,0,OC(=O)c1cc(ccc1O)c2ccc(F)cc2F
23189,amylocaine,amylocaine,0,CCC(C)(CN(C)C)OC(=O)c1ccccc1
884,pheniramine,pheniramine ,0,CN(C)CCC(c1ccccc1)c2ccccn2
1223,acebutolol,acebutolol,0,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C
1001312,diphemanil metilsulfate,diphemanil metilsulfate,0,C[N+]1(C)CCC(=C(c2ccccc2)c3ccccc3)CC1
1241,sulfaguanidine,sulfaguanidine,0,NC(=N)NS(=O)(=O)c1ccc(N)cc1
82,minoxidil,minoxidil,0,Nc1cc(nc(N)[n+]1[O-])N2CCCCC2
1313,niclosamide,niclosamide,0,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+](=O)[O-]
362,lidocaine,lidocaine,0,CCN(CC)CC(=O)Nc1c(C)cccc1C
965,tolazoline,tolazoline ,0,C(C1=NCCN1)c2ccccc2
971,tolnaftate,tolnaftate,0,CN(C(=S)Oc1ccc2ccccc2c1)c3cccc(C)c3
1053,trimethobenzamide,trimethobenzamide,0,COc1cc(cc(OC)c1OC)C(=O)NCc2ccc(OCCN(C)C)cc2
683,metronidazole,metronidazole,0,Cc1ncc([N+](=O)[O-])n1CCO
23622,khellin,khellin,0,COc1c2ccoc2c(OC)c2oc(C)cc(=O)c12
1588860,apomorphine,"Apomorphine,(+)",0,CN1CCc2cccc-3c2[C@@H]1Cc4ccc(O)c(O)c43
3173600,naloxone,naloxone,0,Oc1ccc2C[C@H]3N(CC=C)CC[C@]4(C5Oc1c24)[C@@]3(O)CCC5=O
1302,bromocriptine,bromocriptine,0,CC(C)CC1N2C(=O)[C@](NC(=O)C3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(OC2(O)[C@@H]7CCCN7C1=O)C(C)C
72,glipizide,glipizide,0,Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3
935,erythromycin,erythromycin,0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
1449,cotinine,cotinine,0,CN1[C@@H](CCC1=O)c2cccnc2
1002029,zimeldine,zimeldine ,0,CN(C)C/C=C(/c1ccc(Br)cc1)\c2cccnc2
885,amoxapine,amoxapine,0,Clc1ccc2Oc3ccccc3N=C(N4CCNCC4)c2c1
918,metolazone,metolazone,0,CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N
33990,metanephrine,metanephrine,0,CNCC(O)c1ccc(O)c(OC)c1
4362,loxapine,loxapine ,0,CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24
1301,dipyridamole,dipyridamole,0,OCCN(CCO)c1nc(N2CCCCC2)c3nc(nc(N4CCCCC4)c3n1)N(CCO)CCO
721,oleandomycin,oleandomycin,0,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](OC3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C[C@]4(CO4)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O
1402,edrophonium chloride,edrophonium chloride,0,CC[N+](C)(C)c1cccc(O)c1
1451360,azacyclonol,azacyclonol,0,OC(C1CCNCC1)(c2ccccc2)c3ccccc3
3326,cyproheptadine,cyproheptadine ,0,CN1CCC(=C2c3ccccc3C=Cc4ccccc24)CC1
757,ciprofloxacin,ciprofloxacin,0,OC(=O)c1cn(C2CC2)c3cc(N4CCNCC4)c(F)cc3c1=O
1104,dehydrocholic acid,dehydrocholic acid,0,C[C@H](CCC(=O)O)[C@H]1CCC2C3C(CC(=O)[C@]12C)[C@@]4(C)CCC(=O)CC4CC3=O
3487390,hydroxyzine,hydroxyzine ,0,OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3
1360,chlorhexidine,chlorhexidine,0,Clc1ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc2ccc(Cl)cc2)cc1
3189059,midecamycin,midecamycin,0,CCC(=O)OC1C(C)OC(CC1(C)O)OC2C(C)OC(O[C@H]3[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@@H](OC(=O)CC)[C@@H]3OC)C(O)C2N(C)C
1029858,moroxydine,moroxydine,0,NC(=N)NC(=N)N1CCOCC1
3045799,famotidine,famotidine,0,NC(=Nc1nc(CSCC/C(=N\S(=O)(=O)N)/N)cs1)N
1092,ampicillin,ampicillin,0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
1610,hesperetin,HESPERETIN,0,COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2
3103683,diltiazem,diltiazem ,0,COc1ccccc1.CS[C@H](C)[C@H](OC(=O)C)C(=O)N(C)CCN(C)C
80,loperamide,loperamide,0,CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4
3069045,josamycin,josamycin ,0,CO[C@H]1[C@@H](CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC(C)C)C(C)O3)C(C2O)N(C)C)OC(=O)C
678,baclofen,baclofen,0,NCC(CC(=O)O)c1ccc(Cl)cc1
1026345,lynestrenol,lynestrenol,0,CC12CCC3C(CCC4=CCCCC34)C2CCC1(O)C#C
1058,danazol,danazol,0,C[C@@]12CCC3C(CCC4=Cc5oncc5C[C@]34C)C2CC[C@@]1(O)C#C
1465,perphenazine,perphenazine,0,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1
901,chlortetracycline,chlortetracycline,0,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)ccc(Cl)c4[C@@]3(C)O
23174,aciclovir,aciclovir,0,Nc1nc2n(COCCO)cnc2c(=O)[nH]1
3044526,guanabenz,guanabenz ,0,NC(=N)N/N=C\c1c(Cl)cccc1Cl
3169,lisuride,lisuride,0,CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34
74,glibenclamide,glibenclamide ,0,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3
1185085,albendazole,albendazole,0,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
1100,labetalol,labetalol,0,CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N
3480597,oxybutynin,oxybutynin,0,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2
3068682,benzydamine,benzydamine,0,CN(C)CCCOc1nn(Cc2ccccc2)c3ccccc13
29756,oxytetracycline,oxytetracycline,0,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O
3055,guanethidine,guanethidine,0,NC(=N)NCCN1CCCCCCC1
448,clonidine,clonidine,0,Clc1cccc(Cl)c1N=C2NCCN2
746,antazoline,antazoline,0,C(N(Cc1ccccc1)c2ccccc2)C3=NCCN3
3000571,vinpocetine,vinpocetine,0,*C1=C[C@]2(CC)CCCN3CCc4c(C32)n1c5ccccc45
3172,cinnarizine,cinnarizine,0,C(/C=C/c1ccccc1)N2CCN(CC2)C(c3ccccc3)c4ccccc4
1180,spiperone,spiperone,0,Fc1ccc(cc1)C(=O)CCCN2CCC3(CC2)N(CNC3=O)c4ccccc4
1348,fipexide,fipexide,0,Clc1ccc(OCC(=O)N2CCN(Cc3ccc4OCOc4c3)CC2)cc1
2117626,pimozide,pimozide,0,Fc1ccc(cc1)C(CCCN2CCC(CC2)n3c(=O)[nH]c4ccccc34)c5ccc(F)cc5
763,mepacrine,mepacrine,0,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13
1101055,bupropion,bupropion,0,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
1485,etacrynic acid,etacrynic acid,0,CCC(=C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
1393,clomipramine,clomipramine,0,CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13
1234,methylprednisolone,methylprednisolone,0,C[C@H]1CC2C3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)C2[C@@]4(C)C=CC(=O)C=C14
830,mepyramine,mepyramine,0,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
3055129,mifepristone,mifepristone,0,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@@]21C)c5ccc(cc5)N(C)C
1294,amodiaquine,amodiaquine,0,CCN(CC)Cc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O
690,alprenolol,alprenolol,0,CC(C)NCC(O)COc1ccccc1CC=C
1000106,praziquantel,praziquantel,0,O=C(C1CCCCC1)N2CC3N(CCc4ccccc34)C(=O)C2
1215,fendiline,fendiline,0,CC(NCCC(c1ccccc1)c2ccccc2)c3ccccc3
753,sulfinpyrazone,sulfinpyrazone,0,O=C1C(CCS(=O)c2ccccc2)C(=O)N(N1c3ccccc3)c4ccccc4
1045066,diperodon,diperodon ,0,O=C(Nc1ccccc1)OCC(CN2CCCCC2)OC(=O)Nc3ccccc3
714,mebeverine,mebeverine,0,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc2ccc(OC)cc2
750,streptomycin,streptomycin,0,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1OC2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O
39804,tremorine,tremorine,0,C(C#CCN1CCCC1)N1CCCC1
1188,furosemide,furosemide,0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
25363,chlortalidone,chlortalidone,0,NS(=O)(=O)c1cc(ccc1Cl)C1(O)NC(=O)c2ccccc12
3189191,bambuterol,bambuterol ,0,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(c1)C(O)CNC(C)(C)C
771,ketotifen,ketotifen ,0,CN1CCC(=C2c3ccsc3C(=O)Cc4ccccc24)CC1
743,terbutaline,terbutaline,0,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
3480229,alfuzosin,alfuzosin,0,COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C3CCCO3
1486,practolol,practolol,0,CC(C)NCC(O)COc1ccc(NC(=O)C)cc1
1510,methapyrilene,methapyrilene,0,CN(C)CCN(Cc1cccs1)c2ccccn2
1063,dobutamine,dobutamine,0,CC(CNCCc1ccc(O)c(O)c1)Cc2cccc(O)c2
1000113,betamethasone,betamethasone,0,CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)[C@@]1(O)C(=O)CO
346939,debrisoquine,debrisoquine,0,NC(=N)N1CCc2ccccc2C1
3480396,betaxolol,betaxolol ,0,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
3304,ketanserin,ketanserin ,0,Fc1ccc(cc1)C(=O)C2CCN(CCn3c(=O)[nH]c4ccccc4c3=O)CC2
1142,zidovudine,zidovudine,0,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
844,desipramine,desipramine,0,CNCCCN1c2ccccc2CCc3ccccc13
1048,enoxacin,enoxacin,0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(nc12)N3CCNCC3
464,methotrexate,methotrexate ,0,CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
86,nicardipine,nicardipine,0,COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCN(C)Cc3ccccc3)C
39057,hemicholinium,hemicholinium,0,C[N+]1(C)CCOC(O)(C1)c1ccc(cc1)-c1ccc(cc1)C1(O)C[N+](C)(C)CCO1
1391,phenylpropanolamine,phenylpropanolamine,0,CC(N)C(O)c1ccccc1
1192,sulfafurazole,sulfafurazole,0,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
2203,clorgiline,clorgiline,0,CN(CCCOc1ccc(Cl)cc1Cl)CC#C
1526,clopamide,clopamide,0,CC1CCCC(C)N1NC(=O)c2ccc(Cl)c(c2)S(=O)(=O)N
910,metergoline,metergoline,0,CN1CC(CNC(=O)OCc2ccccc2)C[C@@H]3C1Cc4cn(C)c5cccc3c45
991,methylergometrine,methylergometrine,0,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34
698,kanamycin,kanamycin,0,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
3055218,ascorbic acid,ascorbic acid,0,OCC(O)[C@H]1OC(=O)C(=C1O)O
3068881,zaprinast,zaprinast,0,CCCOc1ccccc1c2nc(=O)c3[nH]nnc3[nH]2
